Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long
201900051959,21,9,2019,0:35,5,87,87085,2,1,1,7,NEXON (RUE DE),45,
201900051960,21,9,2019,0:15,5,80,80021,2,9,1,3,PARMENTIER (PLACE),49,
201900051961,19,9,2019,18:30,1,80,80131,2,1,1,2,DEPORTES RESISTANTS (RUE DES),49,
201900051962,23,9,2019,17:00,1,77,77146,2,6,1,3,D10P X D1406-SOUBRIARDE (AVENUE DE LA),48,
201900051963,21,9,2019,19:15,1,76,76351,2,1,1,7,SAINT QUENTIN (DE),49,
201900051964,21,9,2019,16:20,1,76,76351,2,2,1,3,ARISTIDE BRIAND,49,
201900051965,23,9,2019,22:15,3,74,74298,2,1,1,3,BONNEVILLE (ROUTE DE ),46,
201900051966,24,9,2019,8:15,1,67,67482,2,3,1,6,FAUBOURG DE PIERRE (PONT DU),48,
201900051967,22,9,2019,13:30,1,67,67482,2,3,1,3,MONTAGNE VERTE (PONT DE LA),48,
201900051968,21,9,2019,12:30,1,67,67482,2,1,1,6,RIMBACH (RUE),48,
201900051969,20,9,2019,13:30,1,67,67482,2,1,1,2,GENERAL KOENIG (QUAI DU),48,
201900051970,24,9,2019,7:10,5,64,64445,2,1,1,3,PAIX,43,
201900051971,22,9,2019,11:44,1,64,64348,2,1,2,2,CHARLES DE GAULLE,43,
201900051972,23,9,2019,8:05,2,64,64024,2,1,1,5,BAB (Boulevard),43,
201900051973,22,9,2019,21:00,4,63,63063,2,1,3,1,FONTENILLE (RUE DE),45,
201900051974,24,9,2019,2:30,5,62,62510,2,1,1,6,GOULET (R SILAS),50,
201900051975,24,9,2019,10:10,1,59,59508,2,1,1,3,LOEUL (AVENUE ALPHONSE),50,
201900051976,24,9,2019,10:00,1,59,59512,2,1,1,6,LAGACHE (AVENUE JULIEN),50,
201900051977,20,9,2019,14:25,1,57,57463,2,2,1,3,LOTHAIRE (RUE ),49,
201900051978,21,9,2019,20:30,2,56,56121,2,1,1,3,BELGIQUE (RUE  DE ),47,
201900051979,21,9,2019,16:00,1,56,56121,2,6,1,3,BLUM ( BD LEON ),47,
201900051980,20,9,2019,20:40,2,56,56098,2,2,1,3,MAURICE (RUE  JEAN-MARIE ),47,
201900051981,15,3,2019,5:19,3,54,54395,2,2,3,6,BOUDONVILLE (Rue de),48,
201900051982,17,9,2019,18:30,1,54,54395,2,1,1,3,TOMBLAINE (RUE DE),48,
201900051983,12,3,2019,23:00,3,54,54395,2,3,3,1,LOUIS (RUE BARON),48,
201900051984,24,9,2019,10:40,1,54,54395,2,1,1,3,LIBERATION (AVENUE DE LA),48,
201900051985,7,3,2019,13:35,1,54,54395,2,1,1,5,METZ (RUE DE),48,
201900051986,24,9,2019,8:35,1,54,54395,2,1,1,4,FRANCE (AVENUE ANATOLE),48,
201900051987,22,9,2019,22:30,5,52,52121,2,1,1,2,TREFOUSSE (RUE JULES),48,
201900051988,24,9,2019,8:30,1,51,51454,2,6,1,2,ALLEE DU VIGNOBLE,49,
201900051989,24,9,2019,7:45,1,51,51454,2,2,1,7,BOULEVARD PASTEUR,49,
201900051990,23,9,2019,15:40,1,49,49099,1,1,8,7,SARTHE (RUE DE LA),47,
201900051991,23,9,2019,7:52,3,49,49007,2,1,1,7,PARMENTIER,47,
201900051992,23,9,2019,17:06,1,49,49007,2,2,1,6,MARIANNE BOULEVARD,47,
201900051993,24,9,2019,9:10,1,47,47323,2,1,2,6,GENERAL DE GAULLE (AVENUE DU),44,
201900051994,24,9,2019,10:45,1,45,45234,2,1,2,6,AV DES DROITS DE L'HOMME,47,
201900051995,24,9,2019,13:45,1,44,44184,2,2,1,3,BOULEVARD EMILE ZOLA / RUE CHAILLON,47,
201900051996,24,9,2019,12:00,1,41,41018,2,3,2,3,FRANCE (AVENUE DE)  1,47,
201900051997,27,7,2019,11:58,1,36,36044,2,1,1,6,24 RUE BOURDILLON,46,
201900051998,26,7,2019,20:30,1,36,36044,2,2,1,6,AVENUE DE VERDUN,46,
201900051999,21,7,2019,10:55,1,36,36044,2,1,1,3,78 BIS AVENUE JOHN KENNEDY,46,
201900052000,20,7,2019,23:07,5,36,36044,2,2,1,3,BOULEVARD DE BRYAS/BOULEVARD DE CLUIS,46,
201900052001,24,9,2019,11:25,1,35,35238,2,3,2,3,STRASBOURG (BOULEVARD DE),48,
201900052002,23,9,2019,13:20,1,35,35238,2,5,2,3,NANTES (DE),48,
201900052003,24,9,2019,15:20,1,34,34172,2,1,1,2,DUBOUT (AVENUE ALBERT),43,
201900052004,25,9,2019,0:25,5,33,33063,2,2,1,1,Crs d'Albret / Crs du Maréchal Juin,44,
201900052005,24,9,2019,0:25,5,33,33063,2,4,1,6,PCE MARTYRS DE LA RESISTANCE,44,
201900052006,24,9,2019,8:00,1,33,33318,2,2,2,6,CHATEAUBRIAND (RUE ),44,
201900052007,23,9,2019,23:30,5,33,33063,2,3,1,2,Bd Georges Pompidou / R. du Commandant Marchand,44,
201900052008,23,9,2019,17:25,1,33,33063,2,3,1,3,Q. Deschamps / R. Letellier,44,
201900052009,23,9,2019,8:35,1,33,33192,2,2,1,3,RUE DE CANTARANNE,44,
201900052010,24,9,2019,9:15,1,31,31069,2,1,1,6,GRENADE (ROUTE DE),43,
201900052011,23,9,2019,18:10,1,31,31149,2,4,1,3,SELERY (BOULEVARD DE),43,
201900052012,23,9,2019,23:00,4,31,31555,2,2,1,3,AGDE (RTE D) DU 1AU 67,43,
201900052013,24,9,2019,8:25,1,30,30189,2,1,1,6,ALLENDE SALVADOR (RUE),43,
201900052014,24,9,2019,10:45,1,27,27681,2,1,2,2,HUGO (AVENUE VICTOR),49,
201900052015,22,9,2019,20:50,5,26,26281,2,1,3,1,VOLTAIRE (BOULVEVARD),45,
201900052016,23,9,2019,9:45,1,25,25056,2,9,1,3,EDISON RUE THOMAS,47,
201900052017,20,9,2019,8:20,1,14,14574,1,1,7,2,D.613 ( SAINT DESIR),49,
201900052018,17,9,2019,17:45,1,13,13039,2,1,1,3,POMPIDOU GEORGES (avenue),43,
201900052019,24,9,2019,17:15,1,13,13208,2,1,1,6,PRADO (AVENUE DU),43,
201900052020,24,9,2019,9:30,1,13,13213,2,1,1,2,CROIX ROUGE (AVENUE),43,
201900052021,25,9,2019,21:02,3,13,13047,1,1,1,7,MARTIGUES ROUTE DE,43,
201900052022,24,9,2019,18:33,1,10,10357,2,1,3,3,GENERAL DE GAULLE (RUE DU),48,
201900052023,24,9,2019,16:55,1,9,9225,1,1,1,6,BELPECH ROUTE DE,43,
201900052024,21,9,2019,0:10,3,7,7070,1,1,1,3,COLONNEL ROUSSET (AVENUE DU),44,
201900052025,18,9,2019,12:00,1,7,7229,2,7,1,3,ROUTE DE MONTELIMAR,44,
201900052026,23,9,2019,19:25,5,6,6069,2,3,1,1,6 AVENUE VICTORIA,43,
201900052027,24,9,2019,7:10,1,6,6123,2,9,1,3,CURIE PIERRE ET MARIE AVENUE,43,
201900052028,23,9,2019,14:05,1,5,5061,2,1,1,7,Bernard GIVAUDAN (Avenue) D900B,44,
201900052029,24,9,2019,17:15,1,75,75119,2,1,1,2,BD PERIPHERIQUE INTERIEUR,48,
201900052030,24,9,2019,12:00,1,75,75119,2,4,2,2,PORTE DE PANTIN,48,
201900052031,23,9,2019,19:15,2,75,75120,2,4,1,6,BD PERIPHERIQUE EXTERIEUR,48,
201900052032,23,9,2019,12:50,1,75,75119,2,4,1,4,BD PERIPHERIQUE EXTERIEUR,48,
201900052033,23,9,2019,10:40,1,75,75113,2,1,1,4,BD PERIPHERIQUE EXTERIEUR,48,
201900052034,23,9,2019,10:00,1,75,75117,2,1,1,3,BD PERIPHERIQUE INTERIEUR,48,
201900052035,20,9,2019,18:55,1,75,75112,2,1,1,4,BD PERIPHERIQUE INTERIEUR,48,
201900052036,23,9,2019,23:24,5,75,75116,2,2,1,6,ALLEE DE LONGCHAMP,48,
201900052037,24,9,2019,12:40,1,75,75106,2,2,2,2,QUAI MALAQUAIS,48,
201900052038,24,9,2019,11:00,1,75,75120,2,3,2,1,RUE DE MENILMONTANT,48,
201900052039,24,9,2019,8:00,1,75,75120,2,2,1,6,RUE DES MARAICHERS,48,
201900052040,24,9,2019,16:20,1,75,75119,2,1,1,2,AVENUE DE FLANDRE,48,
201900052041,24,9,2019,16:00,1,75,75119,2,5,8,6,AVENUE SECRETAN,48,
201900052042,24,9,2019,7:30,1,75,75118,2,2,1,6,AVENUE DE LA PORTE DE CLIGNANCOURT,48,
201900052043,23,9,2019,17:00,1,75,75117,2,2,1,3,AVENUE DE LA PORTE DES TERNES,48,
201900052044,23,9,2019,20:20,5,75,75116,2,7,1,6,ROUTE DE LA PTE DES SABLONS A LA PTE MAI,48,
201900052045,23,9,2019,22:15,5,75,75116,2,3,1,6,AVENUE D IENA,48,
201900052046,24,9,2019,17:50,1,75,75115,2,1,2,3,RUE DE LA CROIX NIVERT,48,
201900052047,23,8,2019,5:30,3,91,91129,1,1,1,3,D191,48,
201900052048,24,8,2019,2:15,3,34,34063,1,1,1,6,d 13 E5,43,
201900052049,21,8,2019,0:30,3,34,34141,1,1,1,6,D52,43,
201900052050,22,8,2019,23:20,3,34,34154,1,3,1,3,D189,43,
201900052051,24,8,2019,16:30,1,34,34145,2,6,1,6,Rue Jules Ferry,43,
201900052052,25,8,2019,12:45,1,84,84065,1,6,1,6,ROUTE E CAVAILLON,43,
201900052053,9,6,2019,12:00,1,83,83047,2,1,1,6,Avenue Édouard Aiguier,43,
201900052054,24,8,2019,12:15,1,83,83150,2,1,1,5,Avenue de la République,43,
201900052055,23,8,2019,21:15,5,5,5065,2,1,1,1,Le Villard,44,
201900052056,24,8,2019,3:45,5,4,4039,2,1,1,6,RD 952,43,
201900052057,14,8,2019,16:00,1,4,4143,1,1,1,1,Ch des Buissonnades,43,
201900052058,23,8,2019,9:16,1,13,13022,2,6,1,6,avenue du 11 novembre,43,
201900052059,17,8,2019,13:30,1,13,13041,2,1,1,6,avenue lieutaud,43,
201900052060,23,8,2019,12:20,1,70,70577,1,1,1,7,RD 18,47,
201900052061,25,8,2019,15:15,1,71,71342,2,4,1,6,4 Rue Parmentier,46,
201900052062,1,8,2019,19:15,1,71,71176,2,2,1,3,Avenue des Platanes,46,
201900052063,23,8,2019,19:10,1,68,68360,2,1,1,1,1 rue principale,48,
201900052064,23,8,2019,17:30,1,68,68368,1,1,1,1,Départementale 417 - PK 24.300,48,
201900052065,21,8,2019,18:00,1,67,67118,2,2,1,3,rue de Lingolsheim,48,
201900052066,23,8,2019,16:42,1,67,67397,1,1,1,6,CD20,48,
201900052067,23,8,2019,9:15,1,55,55514,2,1,1,6,82 Rue Raymod POINCARÉ,48,
201900052068,23,8,2019,14:45,1,3,3256,1,1,1,1,N/A,46,
201900052069,24,8,2019,0:15,3,74,74032,1,1,8,6,D236,46,
201900052070,24,8,2019,11:30,1,42,42056,2,1,1,6,Grande rue,45,
201900052071,22,8,2019,17:05,1,38,38475,1,1,1,6,Rue des etraits,45,
201900052072,23,8,2019,7:45,1,26,26313,2,2,1,3,rue de la roche- rue emile zola,44,
201900052073,20,8,2019,16:50,1,26,26313,2,1,2,6,ZA de Laye,44,
201900052074,24,8,2019,20:25,2,1,1386,1,1,1,6,Route du Port via rhona,45,
201900052075,23,8,2019,3:50,5,1,1224,2,1,1,7,02 Rue du Bugey,45,
201900052076,23,8,2019,23:30,5,69,69273,2,1,1,6,5 Avenue des Dauphins,45,
201900052077,23,8,2019,17:30,1,81,81038,2,1,1,6,Avenue de la Fedarie,43,
201900052078,23,8,2019,18:15,1,81,81140,2,1,1,6,route du pech,43,
201900052079,23,8,2019,20:15,1,64,64460,1,1,1,7,D24 Sens OLORON-LASEUBE PR33,43,
201900052080,23,8,2019,17:00,1,33,33436,1,2,1,3,Intersection D110 E6 et D651,44,
201900052081,22,8,2019,15:15,1,85,85222,2,2,1,3,Rue Ambroise Paré,46,
201900052082,23,8,2019,17:20,1,22,22170,2,2,1,3,route du petit moulin,48,
201900052083,24,8,2019,20:30,1,27,27147,2,2,1,6,1 Rue du Champ du Four,49,
201900052084,24,8,2019,17:50,1,76,76718,1,1,1,1,Route Départementale 6015,49,
201900052085,25,8,2019,11:30,1,60,60446,1,1,7,7,Route nationale 2,49,
201900052086,22,8,2019,16:20,1,2,2381,2,1,1,7,Rue Alfred Godon Prolongée,49,
201900052087,22,8,2019,17:25,1,2,2381,1,9,1,3,rd 3050,49,
201900052088,25,8,2019,1:40,3,80,80101,1,1,1,6,Autoroute A PK 093.100 sens Lille/Paris,49,
201900052089,21,8,2019,10:05,1,62,62226,1,1,1,5,D77,50,
201900052090,25,8,2019,11:15,1,62,62054,1,3,1,3,Hameau d'Haringzelle,50,
201900052091,24,8,2019,1:15,3,62,62865,1,1,1,6,Départementale 950,50,
201900052092,24,8,2019,1:20,3,59,59659,2,9,1,3,Rue Léo Lagrange,50,
201900052093,25,8,2019,9:55,1,59,59374,2,2,1,3,d962,50,
201900052094,24,8,2019,4:15,3,59,59387,2,1,1,7,Route d'Abscon,50,
201900052095,24,8,2019,12:30,1,13,13203,1,1,1,7,A557-Liaison A7 Marseille-A55 Marseille,43,
201900052096,23,8,2019,4:30,3,13,13085,1,1,1,6,A50-Sens Aubagne vers Toulon,43,
201900052097,21,8,2019,8:45,1,13,13056,1,1,1,5,A55-Sens Marseille vers Martigues,43,
201900052098,21,8,2019,23:00,3,54,54265,1,1,1,6,Autoroute 33,48,
201900052099,24,8,2019,15:10,1,33,33065,1,1,1,2,ROUTE NATIONALE 230,44,
201900052100,16,8,2019,2:05,3,59,59447,1,1,1,2,AUTOROUTE A2,50,
201900052101,24,8,2019,2:40,3,91,91216,1,1,1,2,AUTOROUTE A6,48,
201900052102,23,8,2019,13:00,1,91,91689,1,1,1,2,RN 385 INT,48,
201900052103,22,8,2019,18:00,1,91,91434,1,1,1,2,AUTOROUTE A6,48,
201900052104,22,8,2019,8:25,1,94,94037,1,1,1,5,AUTOROUTE A6B,48,
201900052105,24,8,2019,14:20,1,92,92050,1,1,1,7,A86,48,
201900052106,22,8,2019,13:50,1,92,92050,1,1,1,3,A86,48,
201900052107,21,8,2019,23:25,3,78,78545,1,1,1,4,A12 Y,48,
201900052108,21,8,2019,18:40,1,92,92064,1,1,1,2,A13,48,
201900052109,24,8,2019,2:45,3,93,93053,1,1,1,2,AUTOROUTE A3,48,
201900052110,23,8,2019,18:15,1,93,93010,1,1,1,6,AUTOROUTE A3,48,
201900052111,22,8,2019,18:15,1,95,95351,1,1,1,2,RN 104,49,
201900052112,22,8,2019,10:15,1,93,93066,1,1,1,3,AUTOROUTE A86,48,
201900052113,21,8,2019,19:40,1,60,60631,1,1,1,3,AUTOROUTE A1,49,
201900052114,23,8,2019,15:00,1,75,75112,1,1,1,2,A4,48,
201900052115,23,8,2019,12:15,1,77,77083,1,1,1,2,A4.W,48,
201900052116,22,8,2019,19:00,1,94,94018,1,1,1,2,A4,48,
201900052117,22,8,2019,10:50,1,94,94052,1,1,1,3,A86.EXT,48,
201900052118,19,8,2019,18:00,1,58,58194,2,1,1,2,MARECHAL JUIN,47,
201900052119,19,6,2019,1:20,5,6,6088,2,2,1,3,NOTRE-DAME (AV.),43,
201900052120,21,8,2019,16:50,1,974,97416,2,9,1,6,LEBLOND 2 (RUE MARIUS ET ARY),-21,
201900052121,21,8,2019,15:25,1,974,97411,2,3,1,3,CHAUDRON  (BLD 1 DU),-20,
201900052122,21,8,2019,11:15,1,974,97411,2,2,1,3,JAURES (BOULEVARD JEAN),-20,
201900052123,21,8,2019,22:20,5,69,69387,2,9,1,2,TONY GARNIER                        (AV),45,
201900052124,18,8,2019,18:55,5,971,97107,2,5,1,3,LEOPOLD DORVAL ( RUE ),16,
201900052125,20,8,2019,7:40,1,971,97105,2,9,1,1,GOUVERNEUR DU LYON (AVE),16,
201900052126,12,8,2019,8:00,1,91,91421,1,1,1,2,NATIONALE 6 (GLACIERE),48,
201900052127,20,8,2019,17:52,1,91,91103,2,1,1,6,MOINEAUX (SQUARE DES),48,
201900052128,21,8,2019,13:45,1,88,88413,2,3,1,5,Résistance ( Quai de la ),48,
201900052129,21,8,2019,11:24,1,87,87085,2,3,1,3,MATISSE (RUE HENRI),45,
201900052130,20,8,2019,11:50,1,85,85194,2,1,1,6,RUE BEAUSEJOUR,46,
201900052131,20,8,2019,10:30,1,83,83062,2,1,1,3,FERRY (RUE ET AVENUE JULES),43,
201900052132,20,8,2019,23:00,5,82,82121,2,1,1,6,ARLETTY (rue),44,
201900052133,9,8,2019,16:48,1,81,81065,1,1,1,4,LAUTREC RD 83 (RTE DE),43,
201900052134,10,8,2019,12:20,1,78,78486,1,1,1,2,RN 10,48,
201900052135,12,8,2019,18:35,1,78,78335,1,3,1,6,R.D 146,48,
201900052136,19,8,2019,17:30,1,78,78335,2,1,1,2,AVENUE J.B COROT,48,
201900052137,21,8,2019,0:00,5,64,64122,2,1,1,3,MARECHAL JOFFRE (RUE DU),43,
201900052138,20,8,2019,18:40,1,62,62200,1,3,1,2,NOYELLES ( RUE DE ),50,
201900052139,10,7,2019,11:35,1,62,62041,2,1,1,6,FAIDHERBE ( BOULEVARD ),50,
201900052140,21,8,2019,19:55,1,59,59457,2,1,1,3,LOMME RUE DE,50,
201900052141,21,8,2019,4:35,3,59,59355,2,1,1,1,LAVOISIER RUE,50,
201900052142,20,8,2019,17:00,1,59,59350,2,1,1,2,MOSELLE BOULEVARD N°IMPAIRS,50,
201900052143,21,7,2019,2:20,5,59,59295,1,2,1,3,CD 916,50,
201900052144,20,8,2019,20:45,1,49,49099,2,6,1,3,LYAUTEY (RUE DU MARECHAL),47,
201900052145,20,8,2019,21:58,5,35,35238,2,3,1,1,FOUGERES (RUE DE),48,
201900052146,21,8,2019,12:50,1,34,34172,2,1,1,3,MARIE DE MONTPELLIER,43,
201900052147,8,8,2019,15:20,1,34,34003,2,1,1,3,ROCHELONGUE (H7 A L6,43,
201900052148,11,8,2019,17:50,1,34,34003,2,1,1,3,NOTRE DAME A ST. MARTIN (O8 A Q13,43,
201900052149,21,8,2019,0:50,5,33,33063,2,3,1,3,Quai Louis XVIII / All de Munich,44,
201900052150,20,8,2019,15:10,1,33,33063,2,2,1,3,R. Camille Godard / Crs Portal / Crs Saint Louis,44,
201900052151,20,8,2019,15:15,1,31,31555,1,1,1,4,3 COLOMIERS EST (A624),43,
201900052152,21,8,2019,13:25,1,29,29151,1,1,1,7,LANNION (ROUTE DE),48,
201900052153,21,8,2019,18:20,1,29,29019,2,6,1,2,SAUPIN L'ANSE,48,
201900052154,22,8,2019,0:50,5,27,27375,2,6,1,6,FOCH (RUE DU ML),49,
201900052155,18,8,2019,8:55,1,22,22106,2,9,1,1,croix sanson (RUE DE LA),48,
201900052156,20,8,2019,11:45,1,19,19031,2,2,1,3,DOUMER (AVENUE PAUL),45,
201900052157,20,8,2019,15:30,1,17,17028,2,2,1,5,GAULLE   AVENUE DU GENERAL DE,46,
201900052158,21,8,2019,17:20,1,13,13216,2,1,1,6,LITTORAL (CHEMIN DU),43,
201900052159,21,8,2019,9:00,1,13,13213,2,2,1,3,ROSE (AVENUE DE LA),43,
201900052160,21,8,2019,9:40,1,6,6088,1,1,1,1,CAL DE SPAGNOL SOUBRAN (CH.),43,
201900052161,21,8,2019,15:50,1,6,6069,2,1,1,3,MARCEL PAGNOL (AVENUE),43,
201900052162,21,8,2019,16:10,1,75,75116,2,4,1,5,PORTE D AUTEUIL,48,
201900052163,20,8,2019,23:25,5,75,75116,2,4,1,2,BD PERIPHERIQUE INTERIEUR,48,
201900052164,20,8,2019,20:15,2,75,75112,2,3,1,6,RUE CROZATIER,48,
201900052165,21,8,2019,19:50,1,75,75117,2,2,1,2,AVENUE DE LA PORTE D ASNIERES,48,
201900052166,20,8,2019,7:10,1,75,75116,2,1,1,6,VOIE GEORGES POMPIDOU,48,
201900052167,21,8,2019,8:45,1,75,75112,2,1,1,2,AVENUE DE GRAVELLE,48,
201900052168,21,8,2019,19:35,1,75,75104,2,2,1,3,RUE FRANCOIS MIRON,48,
201900052169,21,8,2019,8:30,1,94,94058,2,9,1,2,FONTENAY (BD DE),48,
201900052170,21,8,2019,8:50,1,93,93078,2,9,1,3,AUDAT (RUE),48,
201900052171,21,8,2019,18:30,1,93,93051,2,1,1,3,RU DE NESLE (BOULEVARD),48,
201900052172,21,8,2019,11:15,1,93,93050,2,1,1,6,GASTON NAVAILLE (RUE),48,
201900052173,21,8,2019,12:11,1,93,93046,2,2,1,3,JEAN JAURES BOULEVARD,48,
201900052174,20,8,2019,22:00,2,93,93046,2,3,1,3,JEAN JAURES BOULEVARD,48,
201900052175,21,8,2019,20:05,1,93,93005,2,1,7,6,NONNEVILLE (AVENUE DE),48,
201900052176,19,8,2019,12:46,1,92,92050,2,2,1,3,BOULEVARD DE LA DEFENSE,48,
201900052177,21,8,2019,18:30,1,92,92026,2,3,1,3,SAINT-DENIS BD DE (01 A 197 / 02 A 118),48,
201900052178,18,8,2019,12:30,1,92,92025,2,1,2,4,EUROPE (AV DE L'),48,
201900052179,21,8,2019,17:45,1,92,92060,2,3,1,3,MOULIN DE LA TOUR (BOULEVARD DU),48,
201900052180,21,8,2019,13:50,1,92,92004,2,1,1,6,CHANZY ( RUE DE ),48,
201900052181,6,8,2019,19:45,1,86,86165,2,1,1,1,32 Rue Charles Dubois,46,
201900052182,21,8,2019,23:55,3,2A,2A189,1,1,1,7,Vigna Maggiore,41,
201900052183,21,8,2019,12:20,1,68,68156,1,1,1,2,83,47,
201900052184,21,8,2019,11:58,1,67,67116,1,1,1,1,D210,48,
201900052185,15,8,2019,15:45,1,83,83019,2,1,1,1,Route du Baguier,43,
201900052186,19,8,2019,17:30,1,63,63052,1,9,1,7,A 75 - PK 40+800 sens sud Nord  - Echangeur 17,45,
201900052187,20,8,2019,20:00,2,22,22175,1,1,1,7,Saint-Aubin,48,
201900052188,21,8,2019,17:25,1,37,37166,1,1,1,6,A10,47,
201900052189,21,8,2019,16:50,1,34,34217,1,1,1,6,D68,43,
201900052190,21,8,2019,16:30,1,83,83031,1,1,1,6,RD17,,
201900052191,22,8,2019,8:55,1,19,19202,1,2,1,3,D44,45,
201900052192,18,8,2019,16:14,1,56,56063,1,1,1,7,Rue de Kergornet,47,
201900052193,22,8,2019,11:30,1,74,74215,2,3,1,3,120 Route de Megève,45,
201900052194,21,8,2019,21:15,3,2A,2A031,1,1,1,1,ROUTE DÉPARTEMENTALE 27,41,
201900052195,22,8,2019,18:00,1,61,61389,2,2,7,3,Grande Rue,48,
201900052196,22,8,2019,10:30,1,34,34018,1,1,1,1,d909,43,
201900052197,22,8,2019,10:15,1,15,15153,2,1,1,1,21 avenue du puy mary,45,
201900052198,21,8,2019,15:00,1,1,1073,1,1,1,3,RD 37,45,
201900052199,22,8,2019,16:10,1,1,1337,1,2,1,3,D933,46,
201900052200,16,8,2019,10:15,1,58,58271,1,1,7,1,"D128 - lieu-dit ""vaux""",47,
201900052201,21,8,2019,10:45,1,58,58095,2,1,1,3,11 Rue Joseph Boigues,46,
201900052202,22,8,2019,8:15,1,58,58095,2,1,7,1,115 BIS Avenue de Verdun,46,
201900052203,22,8,2019,17:30,1,50,50082,1,1,1,1,rd 50,49,
201900052204,22,8,2019,15:10,1,50,50639,2,1,1,6,8 Rue Carnot (Villedieu-les-Poêles),48,
201900052205,22,8,2019,14:45,1,50,50483,1,1,1,1,6 La Landette,49,
201900052206,21,8,2019,23:18,5,43,43038,2,1,1,6,Route de Brioude,45,
201900052207,22,8,2019,9:50,1,10,10401,2,9,1,6,Rue du Pont Chevallier,48,
201900052208,22,8,2019,0:10,3,36,36018,1,1,1,6,La Petite Planchette,46,
201900052209,21,8,2019,13:00,1,7,7018,1,1,1,7,PK75 ,44,
201900052210,22,8,2019,0:10,3,24,24413,1,1,1,7,La Fargue Basse,44,
201900052211,22,8,2019,18:00,1,28,28310,1,1,1,6,RD 318,48,
201900052212,21,8,2019,18:20,1,17,17050,1,3,1,3,Rue des Burettes,45,
201900052213,18,8,2019,15:06,1,31,31587,1,1,1,5,Autoroute A 62,43,
201900052214,22,8,2019,12:55,1,973,97309,2,1,1,2,Route de Montjoly,4,
201900052215,21,8,2019,20:00,1,68,68300,1,1,1,3,autoroute A36,47,
201900052216,18,8,2019,11:30,1,57,57630,1,1,1,6,"ROUTE NATIONAL 4 - PR 18+200 - sens ""SARREBOURG-PHALSBOURG""",48,
201900052217,22,8,2019,16:20,1,13,13114,1,1,1,7,A8 PK 5+500 sens Aix / Salon,43,
201900052218,20,8,2019,14:15,1,988,98817,1,1,1,7,route du col de la fontaine de PLUM,-22,
201900052219,21,8,2019,18:05,1,33,33097,1,1,1,6,RD207,45,
201900052220,22,8,2019,19:05,1,77,77392,1,3,1,3,D401 X RTE DE ROUVRES,49,
201900052221,22,8,2019,15:00,1,95,95483,1,2,1,3,Route départemenale 51,49,
201900052222,21,8,2019,5:30,5,83,83042,2,6,1,7,rond poin st maure,43,
201900052223,22,8,2019,7:00,1,5,5173,1,1,1,6,RD 51,44,
201900052224,27,3,2019,16:00,1,59,59043,1,1,1,3,ESTAIRES (ROUTE D'),50,
201900052225,26,3,2019,16:00,1,57,57672,2,1,1,6,GENERAL DE CASTELNAU (RUE DU),49,
201900052226,27,3,2019,19:15,2,56,56121,2,1,1,6,LANVEUR (rue de),47,
201900052227,27,3,2019,14:30,1,54,54547,2,1,1,2,AIGUILLETTES (BD 1 A 3),48,
201900052228,29,3,2019,15:54,1,54,54323,2,1,1,6,AVIATION (AVENUE DE L'),49,
201900052229,28,3,2019,17:10,1,54,54367,1,1,1,1,RN52,49,
201900052230,27,3,2019,17:05,1,52,52121,2,3,1,2,SIMON (RUE PIERRE),48,
201900052231,30,3,2019,17:55,1,51,51172,2,2,1,3,AVENUE DU ROUSSILLON,49,
201900052232,29,3,2019,18:00,1,51,51454,2,2,1,1,BOULEVARD CHARLES ARNOULD,49,
201900052233,29,3,2019,16:15,1,51,51454,2,7,1,3,RUE DE LA MAISON BLANCHE,49,
201900052234,30,3,2019,14:00,1,50,50218,2,1,1,6,VILLEDIEU LES POELES (ROUTE),48,
201900052235,30,3,2019,9:28,1,50,50218,2,9,1,3,VILLEDIEU LES POELES (ROUTE),48,
201900052236,27,3,2019,11:40,1,50,50129,2,3,1,3,LEMONNIER (AVENUE AMIRAL),49,
201900052237,27,3,2019,17:36,1,49,49007,2,3,1,7,MILLET,47,
201900052238,27,3,2019,17:21,1,49,49246,2,3,1,3,EUROPE AVENUE,47,
201900052239,27,3,2019,18:50,1,49,49353,2,1,1,2,DAUTEL BOULEVARD,47,
201900052240,29,3,2019,17:40,1,45,45285,2,1,1,2,Chemin de Halage,47,
201900052241,29,3,2019,9:00,1,45,45286,2,3,1,3,RTE DE SANDILLON - RTE DE ST CYR,47,
201900052242,28,3,2019,14:40,1,45,45285,2,1,1,3,PARKING AUCHAN,47,
201900052243,28,3,2019,13:00,1,45,45234,2,1,1,6,AVENUE DES DROITS DE L'HOMME,47,
201900052244,27,3,2019,14:48,1,45,45004,2,1,1,3,RUE DES HAUTS DE VIROY,47,
201900052245,29,3,2019,7:35,1,44,44109,2,1,1,5,FOSSE ( QUAI DE LA ),47,
201900052246,29,3,2019,0:30,5,44,44109,2,2,1,3,RUES DE STRASBOURG / GAL LECLERC HAUTECLOQUE,47,
201900052247,25,3,2019,17:50,1,44,44162,2,1,1,6,PLACE DE LA REVOLUTION FRANCAISE,47,
201900052248,11,7,2019,1:30,3,95,95582,1,1,1,5,AUTOROUTE A15,48,
201900052249,26,3,2019,8:00,1,44,44162,2,1,1,6,AVENUE DU PARNASSE,47,
